less_0,9,all_credits_paid_back,car_used,4302,less_100,1_to_4,3,male,none,1,car_other,34,none,free,1,skilled,1,none,yes,No Risk,0.8408343523197374 | 0.15916564768026256,No Risk,2020-08-05 16:19:21
no_checking,27,outstanding_credit,furniture,3310,500_to_1000,greater_7,5,male,none,3,car_other,40,none,free,1,skilled,1,yes,yes,No Risk,0.481310118376562 | 0.5186898816234379,Risk,2020-08-05 16:19:21
0_to_200,29,credits_paid_to_date,furniture,3705,less_100,less_1,3,female,co-applicant,3,car_other,44,none,own,1,skilled,1,none,yes,No Risk,0.6859963745183479 | 0.31400362548165206,No Risk,2020-08-05 16:19:21
greater_200,4,all_credits_paid_back,car_new,2407,less_100,1_to_4,3,female,none,2,car_other,52,none,own,1,skilled,2,yes,yes,No Risk,0.7795624586166261 | 0.22043754138337396,No Risk,2020-08-05 16:19:21
no_checking,33,all_credits_paid_back,furniture,3810,100_to_500,less_1,2,female,co-applicant,4,savings_insurance,35,none,own,1,skilled,1,none,yes,Risk,0.4994763639294679 | 0.5005236360705321,Risk,2020-08-05 16:19:21
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,0.9706183877065806 | 0.029381612293419478,No Risk,2020-08-05 16:19:21
no_checking,39,prior_payments_delayed,repairs,7150,500_to_1000,4_to_7,3,male,co-applicant,4,unknown,52,none,own,2,skilled,1,yes,yes,Risk,0.23950517879348593 | 0.7604948212065141,Risk,2020-08-05 16:19:21
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk,0.9706183877065806 | 0.029381612293419478,No Risk,2020-08-05 16:19:21
less_0,13,all_credits_paid_back,vacation,2317,less_100,less_1,2,female,none,2,savings_insurance,27,stores,own,2,skilled,1,none,yes,No Risk,0.901827299565458 | 0.09817270043454203,No Risk,2020-08-05 16:19:21
0_to_200,15,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,male,none,2,savings_insurance,24,none,own,2,skilled,2,yes,yes,No Risk,0.8459927021797091 | 0.15400729782029093,No Risk,2020-08-05 16:19:21
0_to_200,16,prior_payments_delayed,car_new,5551,100_to_500,1_to_4,3,male,none,3,car_other,34,none,rent,2,management_self-employed,1,none,yes,No Risk,0.7210413929585509 | 0.2789586070414492,No Risk,2020-08-05 16:19:21
no_checking,34,prior_payments_delayed,furniture,6063,unknown,1_to_4,4,male,none,5,car_other,40,none,own,2,skilled,1,none,yes,No Risk,0.5694327576983389 | 0.4305672423016612,No Risk,2020-08-05 16:19:21
less_0,13,all_credits_paid_back,radio_tv,1045,100_to_500,less_1,2,female,none,1,real_estate,24,none,rent,1,skilled,1,none,yes,No Risk,0.9742211357368713 | 0.025778864263128566,No Risk,2020-08-05 16:19:21
less_0,15,credits_paid_to_date,vacation,250,less_100,4_to_7,2,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,0.9132538465714621 | 0.08674615342853784,No Risk,2020-08-05 16:19:21
0_to_200,33,credits_paid_to_date,repairs,3946,less_100,4_to_7,2,female,none,2,car_other,33,stores,own,1,unskilled,1,none,yes,No Risk,0.7653710047337624 | 0.23462899526623762,No Risk,2020-08-05 16:19:21
less_0,23,prior_payments_delayed,car_used,250,greater_1000,1_to_4,2,male,none,3,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,0.8960538254168918 | 0.10394617458310813,No Risk,2020-08-05 16:19:21
less_0,9,prior_payments_delayed,furniture,292,less_100,less_1,2,female,none,3,car_other,51,none,rent,1,skilled,1,none,yes,No Risk,0.7813044642332224 | 0.21869553576677755,No Risk,2020-08-05 16:19:21
no_checking,10,prior_payments_delayed,radio_tv,4312,100_to_500,less_1,3,female,none,3,car_other,38,none,own,1,skilled,2,yes,yes,No Risk,0.7775661490433876 | 0.22243385095661233,No Risk,2020-08-05 16:19:21
no_checking,25,outstanding_credit,radio_tv,6945,500_to_1000,1_to_4,4,female,none,4,unknown,46,none,own,1,management_self-employed,1,yes,yes,Risk,0.4958187580273246 | 0.5041812419726754,Risk,2020-08-05 16:19:21
no_checking,20,prior_payments_delayed,appliances,2827,unknown,4_to_7,3,male,co-applicant,3,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,0.64386081841994 | 0.3561391815800599,No Risk,2020-08-05 16:19:21
no_checking,26,prior_payments_delayed,appliances,4391,500_to_1000,greater_7,4,female,none,3,car_other,39,stores,own,2,unskilled,2,yes,yes,Risk,0.45656529810774993 | 0.5434347018922502,Risk,2020-08-05 16:19:21
less_0,21,prior_payments_delayed,car_used,319,100_to_500,greater_7,3,male,none,3,savings_insurance,32,none,rent,1,skilled,1,none,yes,Risk,0.7526942228479822 | 0.2473057771520178,No Risk,2020-08-05 16:19:21
0_to_200,28,credits_paid_to_date,furniture,3519,less_100,4_to_7,4,male,none,2,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk,0.7392144790461092 | 0.26078552095389085,No Risk,2020-08-05 16:19:21
0_to_200,7,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,2,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,0.9684901203075238 | 0.03150987969247611,No Risk,2020-08-05 16:19:21
less_0,15,prior_payments_delayed,car_used,1420,100_to_500,4_to_7,2,male,none,3,car_other,35,stores,rent,1,skilled,1,none,yes,No Risk,0.7405298518693016 | 0.2594701481306983,No Risk,2020-08-05 16:19:21
greater_200,14,prior_payments_delayed,car_new,1683,100_to_500,1_to_4,3,male,co-applicant,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk,0.6951635919619227 | 0.3048364080380773,No Risk,2020-08-05 16:19:21
no_checking,28,outstanding_credit,car_used,4904,500_to_1000,1_to_4,2,male,none,3,car_other,40,none,own,1,skilled,2,yes,yes,Risk,0.6208777568901929 | 0.37912224310980724,No Risk,2020-08-05 16:19:21
no_checking,28,prior_payments_delayed,repairs,3789,100_to_500,4_to_7,4,male,none,4,car_other,29,none,own,2,skilled,1,none,yes,Risk,0.5587370120644208 | 0.4412629879355793,No Risk,2020-08-05 16:19:21
no_checking,64,outstanding_credit,retraining,9918,unknown,4_to_7,6,male,co-applicant,5,unknown,49,none,free,2,skilled,2,yes,yes,Risk,0.12141657186023991 | 0.8785834281397601,Risk,2020-08-05 16:19:21
0_to_200,6,all_credits_paid_back,car_used,3115,less_100,1_to_4,2,female,co-applicant,2,real_estate,27,none,own,1,skilled,1,none,yes,Risk,0.9285915078969665 | 0.07140849210303347,No Risk,2020-08-05 16:19:21
less_0,10,all_credits_paid_back,car_new,1400,less_100,less_1,1,female,none,1,car_other,28,stores,own,1,skilled,1,none,yes,No Risk,0.9187210224885478 | 0.08127897751145223,No Risk,2020-08-05 16:19:21
0_to_200,7,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk,0.9832589339292408 | 0.016741066070759227,No Risk,2020-08-05 16:19:21
no_checking,31,prior_payments_delayed,furniture,7685,100_to_500,4_to_7,4,male,none,4,unknown,51,none,free,2,skilled,1,yes,yes,Risk,0.26234727060356844 | 0.7376527293964316,Risk,2020-08-05 16:19:21
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,0.9576190057605791 | 0.04238099423942091,No Risk,2020-08-05 16:19:21
no_checking,25,credits_paid_to_date,radio_tv,3818,greater_1000,1_to_4,2,male,none,4,savings_insurance,36,none,rent,2,skilled,1,none,yes,Risk,0.6371958571484481 | 0.362804142851552,No Risk,2020-08-05 16:19:21
0_to_200,19,credits_paid_to_date,car_used,1897,100_to_500,unemployed,1,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,0.8816970306450512 | 0.11830296935494881,No Risk,2020-08-05 16:19:21
less_0,39,outstanding_credit,appliances,4131,100_to_500,1_to_4,4,male,none,4,unknown,29,bank,own,1,unskilled,1,yes,yes,No Risk,0.6749734929883116 | 0.32502650701168834,No Risk,2020-08-05 16:19:21
no_checking,35,outstanding_credit,repairs,3541,greater_1000,greater_7,5,male,none,4,car_other,45,none,own,1,skilled,1,yes,yes,Risk,0.37622954070719417 | 0.6237704592928058,Risk,2020-08-05 16:19:21
less_0,17,credits_paid_to_date,repairs,3861,less_100,1_to_4,3,male,none,3,real_estate,25,none,own,1,skilled,1,none,yes,No Risk,0.9201796936278901 | 0.07982030637210984,No Risk,2020-08-05 16:19:21
no_checking,38,outstanding_credit,other,6086,unknown,greater_7,4,female,co-applicant,5,unknown,44,stores,rent,2,unskilled,2,yes,yes,Risk,0.1908678140239815 | 0.8091321859760185,Risk,2020-08-05 16:19:21
no_checking,26,prior_payments_delayed,radio_tv,6402,100_to_500,4_to_7,4,female,none,4,unknown,52,none,free,2,skilled,1,yes,yes,No Risk,0.21441356574088322 | 0.7855864342591168,Risk,2020-08-05 16:19:21
no_checking,8,no_credits,car_new,250,less_100,1_to_4,3,female,none,3,real_estate,46,none,own,2,management_self-employed,2,none,yes,No Risk,0.8325645898749862 | 0.16743541012501376,No Risk,2020-08-05 16:19:21
no_checking,30,outstanding_credit,appliances,7650,500_to_1000,1_to_4,4,female,none,4,unknown,59,none,free,2,management_self-employed,2,yes,yes,Risk,0.28777599001863713 | 0.7122240099813628,Risk,2020-08-05 16:19:21
no_checking,28,outstanding_credit,appliances,5990,500_to_1000,greater_7,5,male,co-applicant,3,car_other,55,none,free,2,skilled,2,yes,yes,Risk,0.10719132894734347 | 0.8928086710526566,Risk,2020-08-05 16:19:21
greater_200,22,all_credits_paid_back,car_used,3376,less_100,less_1,3,female,none,2,car_other,32,none,own,1,skilled,1,none,yes,No Risk,0.8224560222209943 | 0.1775439777790056,No Risk,2020-08-05 16:19:21
no_checking,39,credits_paid_to_date,vacation,6434,unknown,greater_7,5,female,none,4,car_other,39,none,own,2,skilled,2,yes,yes,Risk,0.32236394141330765 | 0.6776360585866923,Risk,2020-08-05 16:19:21
0_to_200,20,credits_paid_to_date,furniture,2442,less_100,unemployed,3,female,none,1,real_estate,42,none,own,1,skilled,1,none,yes,No Risk,0.911105072663202 | 0.08889492733679807,No Risk,2020-08-05 16:19:21
greater_200,4,all_credits_paid_back,education,4206,less_100,unemployed,1,female,none,3,savings_insurance,27,none,own,1,management_self-employed,1,none,yes,No Risk,0.8957801835995609 | 0.10421981640043913,No Risk,2020-08-05 16:19:21
greater_200,23,credits_paid_to_date,car_used,2963,greater_1000,greater_7,4,female,none,4,car_other,46,none,own,2,skilled,1,none,yes,Risk,0.4828486024453471 | 0.517151397554653,Risk,2020-08-05 16:19:21
no_checking,31,prior_payments_delayed,vacation,2673,500_to_1000,1_to_4,3,male,none,2,real_estate,35,stores,rent,1,skilled,2,none,yes,Risk,0.6751101888335652 | 0.3248898111664347,No Risk,2020-08-05 16:19:21
no_checking,37,prior_payments_delayed,other,6971,500_to_1000,1_to_4,3,male,none,3,savings_insurance,54,none,own,2,skilled,1,yes,yes,Risk,0.5050500939292071 | 0.494949906070793,No Risk,2020-08-05 16:19:21
no_checking,14,all_credits_paid_back,car_new,1525,500_to_1000,4_to_7,3,male,none,4,real_estate,33,none,own,1,skilled,1,none,yes,No Risk,0.7537693429902056 | 0.24623065700979446,No Risk,2020-08-05 16:19:21
less_0,10,prior_payments_delayed,furniture,4037,less_100,4_to_7,3,male,none,3,savings_insurance,31,none,rent,1,skilled,1,none,yes,Risk,0.7512974693918426 | 0.24870253060815745,No Risk,2020-08-05 16:19:21
0_to_200,28,credits_paid_to_date,retraining,1152,less_100,less_1,2,female,none,2,savings_insurance,20,stores,own,1,skilled,1,none,yes,No Risk,0.8587320937150519 | 0.14126790628494806,No Risk,2020-08-05 16:19:21
less_0,17,credits_paid_to_date,car_new,1880,less_100,less_1,3,female,co-applicant,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk,0.8358724263285614 | 0.16412757367143857,No Risk,2020-08-05 16:19:21
0_to_200,39,prior_payments_delayed,appliances,5685,100_to_500,1_to_4,4,female,none,2,unknown,37,none,own,2,skilled,1,yes,yes,Risk,0.5955320408159294 | 0.4044679591840706,No Risk,2020-08-05 16:19:21
no_checking,32,prior_payments_delayed,radio_tv,5105,500_to_1000,1_to_4,4,male,none,5,savings_insurance,44,none,own,2,management_self-employed,1,none,yes,Risk,0.5925433640938413 | 0.40745663590615877,No Risk,2020-08-05 16:19:21
no_checking,38,prior_payments_delayed,appliances,4990,500_to_1000,greater_7,4,male,none,4,car_other,50,bank,own,2,unemployed,2,yes,yes,Risk,0.35912982857699965 | 0.6408701714230003,Risk,2020-08-05 16:19:21
less_0,17,credits_paid_to_date,furniture,1017,less_100,less_1,2,female,none,1,car_other,30,none,own,1,skilled,1,none,yes,No Risk,0.8750268181463211 | 0.12497318185367896,No Risk,2020-08-05 16:19:21
less_0,33,all_credits_paid_back,car_new,3618,500_to_1000,4_to_7,2,male,none,3,unknown,31,stores,own,2,unskilled,1,none,yes,No Risk,0.6793546280858609 | 0.32064537191413905,No Risk,2020-08-05 16:19:21
less_0,12,no_credits,car_new,3037,less_100,less_1,1,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,No Risk,0.895608169439619 | 0.10439183056038095,No Risk,2020-08-05 16:19:21
no_checking,23,prior_payments_delayed,furniture,1440,100_to_500,1_to_4,3,female,none,3,real_estate,39,stores,own,1,unskilled,1,yes,yes,No Risk,0.7373127190101946 | 0.2626872809898053,No Risk,2020-08-05 16:19:21
less_0,18,prior_payments_delayed,retraining,4032,less_100,1_to_4,2,female,none,2,car_other,36,none,rent,1,skilled,1,none,yes,No Risk,0.7676030218384415 | 0.23239697816155847,No Risk,2020-08-05 16:19:21
no_checking,11,prior_payments_delayed,car_used,944,greater_1000,1_to_4,3,male,none,4,real_estate,35,none,own,1,management_self-employed,1,yes,yes,No Risk,0.7955368590866135 | 0.20446314091338644,No Risk,2020-08-05 16:19:21
no_checking,36,prior_payments_delayed,appliances,5927,unknown,greater_7,4,male,co-applicant,3,savings_insurance,47,none,own,2,skilled,1,none,yes,Risk,0.2702086412626903 | 0.7297913587373097,Risk,2020-08-05 16:19:21
no_checking,50,outstanding_credit,other,4694,unknown,greater_7,4,female,none,4,unknown,37,none,own,1,skilled,2,yes,yes,Risk,0.315427426977937 | 0.684572573022063,Risk,2020-08-05 16:19:21
no_checking,32,prior_payments_delayed,radio_tv,10584,100_to_500,1_to_4,3,male,co-applicant,3,unknown,46,stores,own,2,unskilled,2,yes,yes,No Risk,0.5161217506695842 | 0.4838782493304157,No Risk,2020-08-05 16:19:21
no_checking,41,prior_payments_delayed,furniture,8900,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,26,none,free,2,skilled,1,yes,yes,Risk,0.27826765793401254 | 0.7217323420659876,Risk,2020-08-05 16:19:21
0_to_200,14,credits_paid_to_date,car_used,1144,100_to_500,less_1,2,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk,0.9337591926700243 | 0.06624080732997568,No Risk,2020-08-05 16:19:21
no_checking,14,outstanding_credit,appliances,1680,100_to_500,greater_7,4,male,none,3,car_other,47,none,own,1,management_self-employed,1,none,yes,No Risk,0.4851813664668686 | 0.5148186335331314,Risk,2020-08-05 16:19:21
0_to_200,23,credits_paid_to_date,retraining,3387,less_100,less_1,3,female,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,0.8428014907473601 | 0.15719850925263987,No Risk,2020-08-05 16:19:21
no_checking,14,credits_paid_to_date,furniture,1269,500_to_1000,greater_7,2,male,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk,0.6894484761643886 | 0.31055152383561124,No Risk,2020-08-05 16:19:21
no_checking,36,prior_payments_delayed,appliances,9570,100_to_500,4_to_7,4,male,co-applicant,3,car_other,53,none,free,2,skilled,1,yes,yes,No Risk,0.2197962956189179 | 0.7802037043810822,Risk,2020-08-05 16:19:21
less_0,16,credits_paid_to_date,car_new,1428,less_100,4_to_7,1,male,none,1,car_other,20,bank,rent,1,unemployed,1,yes,yes,No Risk,0.8306223826414371 | 0.16937761735856288,No Risk,2020-08-05 16:19:21
no_checking,24,outstanding_credit,car_used,4620,greater_1000,1_to_4,3,male,none,4,savings_insurance,40,none,own,2,skilled,1,yes,yes,No Risk,0.6283146053086579 | 0.3716853946913422,No Risk,2020-08-05 16:19:21
no_checking,34,prior_payments_delayed,furniture,2196,500_to_1000,greater_7,3,male,none,4,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,0.5274488743852719 | 0.4725511256147281,No Risk,2020-08-05 16:19:21
no_checking,25,prior_payments_delayed,car_used,8708,100_to_500,1_to_4,4,male,none,5,car_other,43,none,free,2,management_self-employed,1,none,yes,No Risk,0.6172153484624476 | 0.3827846515375524,No Risk,2020-08-05 16:19:21
no_checking,37,outstanding_credit,radio_tv,10550,unknown,greater_7,5,male,co-applicant,4,unknown,48,stores,own,2,unemployed,2,yes,yes,Risk,0.14336339219027364 | 0.8566366078097264,Risk,2020-08-05 16:19:21
no_checking,27,prior_payments_delayed,radio_tv,4981,500_to_1000,4_to_7,4,male,none,4,savings_insurance,47,none,own,2,management_self-employed,2,yes,yes,No Risk,0.5179141823326657 | 0.48208581766733427,No Risk,2020-08-05 16:19:21
less_0,13,all_credits_paid_back,car_new,2436,less_100,less_1,2,female,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,0.9241568235666235 | 0.0758431764333765,No Risk,2020-08-05 16:19:21
greater_200,25,outstanding_credit,appliances,4136,100_to_500,4_to_7,3,male,none,2,car_other,46,bank,own,1,unemployed,1,yes,yes,No Risk,0.6283801769437461 | 0.3716198230562538,No Risk,2020-08-05 16:19:21
no_checking,15,credits_paid_to_date,retraining,4014,less_100,1_to_4,4,male,co-applicant,4,savings_insurance,33,none,own,1,skilled,1,yes,yes,Risk,0.6851953407137774 | 0.3148046592862226,No Risk,2020-08-05 16:19:21
no_checking,28,prior_payments_delayed,appliances,5440,100_to_500,4_to_7,3,female,none,2,unknown,40,none,own,2,skilled,1,yes,yes,Risk,0.4216341471078639 | 0.578365852892136,Risk,2020-08-05 16:19:21
less_0,13,prior_payments_delayed,appliances,250,500_to_1000,4_to_7,2,male,none,3,car_other,28,stores,own,1,skilled,1,none,yes,No Risk,0.8173562587092322 | 0.18264374129076774,No Risk,2020-08-05 16:19:21
less_0,19,credits_paid_to_date,furniture,2111,less_100,4_to_7,3,male,none,2,savings_insurance,34,bank,own,1,unemployed,2,none,yes,No Risk,0.7923956669937293 | 0.20760433300627054,No Risk,2020-08-05 16:19:21
no_checking,27,prior_payments_delayed,appliances,6455,100_to_500,4_to_7,3,male,none,4,car_other,43,none,own,1,skilled,1,none,yes,Risk,0.507249359579073 | 0.492750640420927,No Risk,2020-08-05 16:19:21
less_0,17,credits_paid_to_date,car_used,250,less_100,4_to_7,3,female,none,2,real_estate,40,none,free,2,skilled,1,none,yes,No Risk,0.8742325129358933 | 0.12576748706410673,No Risk,2020-08-05 16:19:21
no_checking,27,prior_payments_delayed,radio_tv,4521,100_to_500,less_1,4,male,none,4,savings_insurance,28,none,own,1,management_self-employed,2,yes,yes,No Risk,0.65637291120397 | 0.3436270887960299,No Risk,2020-08-05 16:19:21
no_checking,37,prior_payments_delayed,other,7945,500_to_1000,1_to_4,4,male,none,4,savings_insurance,39,none,own,2,management_self-employed,1,none,yes,No Risk,0.6025314414638051 | 0.39746855853619484,No Risk,2020-08-05 16:19:21
less_0,6,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,28,stores,rent,1,skilled,1,none,yes,Risk,0.9382105745563653 | 0.061789425443634784,No Risk,2020-08-05 16:19:21
less_0,14,all_credits_paid_back,appliances,1431,less_100,unemployed,1,female,none,1,car_other,25,stores,own,1,skilled,1,none,yes,Risk,0.9201298339639576 | 0.0798701660360424,No Risk,2020-08-05 16:19:21
greater_200,5,credits_paid_to_date,car_used,250,less_100,4_to_7,3,male,none,2,savings_insurance,42,none,rent,1,skilled,1,none,yes,No Risk,0.8156636640941983 | 0.18433633590580167,No Risk,2020-08-05 16:19:21
less_0,11,all_credits_paid_back,furniture,2016,less_100,less_1,1,female,none,1,car_other,34,bank,own,1,unemployed,1,none,yes,No Risk,0.8844528982238355 | 0.1155471017761645,No Risk,2020-08-05 16:19:21
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,real_estate,29,none,rent,1,skilled,1,none,yes,No Risk,0.9753229544905558 | 0.024677045509444172,No Risk,2020-08-05 16:19:21
0_to_200,16,prior_payments_delayed,radio_tv,1923,100_to_500,less_1,3,female,none,2,car_other,46,none,rent,1,skilled,2,none,yes,Risk,0.7197367366571195 | 0.28026326334288043,No Risk,2020-08-05 16:19:21
less_0,5,prior_payments_delayed,car_used,2528,less_100,1_to_4,2,male,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk,0.9394231293091557 | 0.0605768706908442,No Risk,2020-08-05 16:19:21
greater_200,29,prior_payments_delayed,vacation,7083,500_to_1000,4_to_7,4,female,none,4,unknown,49,none,own,2,skilled,2,yes,yes,Risk,0.39713676802504533 | 0.6028632319749546,Risk,2020-08-05 16:19:21
no_checking,43,prior_payments_delayed,repairs,8886,greater_1000,greater_7,5,male,co-applicant,4,car_other,35,none,free,2,skilled,1,yes,yes,No Risk,0.17200066265387173 | 0.8279993373461283,Risk,2020-08-05 16:19:21
no_checking,24,prior_payments_delayed,radio_tv,4393,100_to_500,less_1,3,female,none,3,real_estate,41,none,own,1,management_self-employed,1,none,yes,No Risk,0.8040074949146228 | 0.19599250508537733,No Risk,2020-08-05 16:19:21
no_checking,32,outstanding_credit,appliances,8032,500_to_1000,1_to_4,3,male,none,3,unknown,41,none,own,1,skilled,1,none,yes,No Risk,0.5742317400919623 | 0.42576825990803774,No Risk,2020-08-05 16:19:21
less_0,20,credits_paid_to_date,car_used,6201,500_to_1000,4_to_7,4,male,guarantor,4,unknown,40,stores,own,2,unskilled,1,yes,yes,No Risk,0.5584050251757511 | 0.44159497482424886,No Risk,2020-08-05 16:19:21
0_to_200,28,prior_payments_delayed,car_used,3952,greater_1000,greater_7,4,male,none,4,savings_insurance,36,none,own,2,skilled,1,none,yes,No Risk,0.6229021812413789 | 0.37709781875862103,No Risk,2020-08-05 16:19:21
less_0,16,prior_payments_delayed,car_used,2122,less_100,1_to_4,2,male,none,3,car_other,32,none,own,2,skilled,1,none,yes,No Risk,0.7865398251824522 | 0.21346017481754775,No Risk,2020-08-05 16:19:21
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0.9832589339292408 | 0.016741066070759227,No Risk,2020-08-05 16:19:21
no_checking,29,outstanding_credit,appliances,5220,500_to_1000,greater_7,4,male,co-applicant,3,car_other,52,none,free,2,skilled,1,yes,yes,Risk,0.12356323321071613 | 0.8764367667892838,Risk,2020-08-05 16:19:21
less_0,13,credits_paid_to_date,furniture,1276,500_to_1000,1_to_4,3,male,none,1,real_estate,23,none,own,1,skilled,1,none,yes,No Risk,0.9303308477891973 | 0.06966915221080275,No Risk,2020-08-05 16:19:21
0_to_200,14,credits_paid_to_date,furniture,1074,less_100,4_to_7,3,male,none,2,savings_insurance,35,none,rent,1,skilled,1,none,yes,No Risk,0.8016332510115391 | 0.1983667489884609,No Risk,2020-08-05 16:19:21
less_0,4,all_credits_paid_back,radio_tv,250,less_100,unemployed,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0.9784102040523232 | 0.021589795947676772,No Risk,2020-08-05 16:19:21
0_to_200,16,credits_paid_to_date,vacation,2691,less_100,1_to_4,3,female,none,2,car_other,36,none,free,1,skilled,1,none,yes,No Risk,0.8118289642483255 | 0.18817103575167454,No Risk,2020-08-05 16:19:21
greater_200,10,credits_paid_to_date,furniture,1668,less_100,less_1,2,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,0.9541398171192839 | 0.04586018288071613,No Risk,2020-08-05 16:19:21
0_to_200,29,credits_paid_to_date,radio_tv,5536,less_100,4_to_7,3,female,none,3,unknown,52,stores,own,2,skilled,1,yes,yes,No Risk,0.4538435310917489 | 0.5461564689082512,Risk,2020-08-05 16:19:21
0_to_200,20,credits_paid_to_date,car_used,3713,less_100,less_1,3,male,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,No Risk,0.9666386455216595 | 0.033361354478340585,No Risk,2020-08-05 16:19:21
no_checking,32,outstanding_credit,repairs,6331,unknown,greater_7,5,male,co-applicant,4,car_other,48,none,free,2,management_self-employed,2,yes,yes,Risk,0.08792934711881151 | 0.9120706528811885,Risk,2020-08-05 16:19:21
less_0,7,credits_paid_to_date,vacation,250,less_100,4_to_7,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,0.9133168395989617 | 0.08668316040103834,No Risk,2020-08-05 16:19:21
less_0,33,credits_paid_to_date,business,2398,less_100,less_1,3,male,none,3,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk,0.7559365134952138 | 0.24406348650478615,No Risk,2020-08-05 16:19:21
no_checking,37,prior_payments_delayed,other,5843,unknown,greater_7,5,male,none,3,savings_insurance,49,none,own,3,skilled,2,yes,yes,Risk,0.3819898664636866 | 0.6180101335363135,Risk,2020-08-05 16:19:21
